37.53728 15.13044 21.0 12:25:27
37.53727 15.13044 21.0 12:26:23
37.53657 15.13008 18.0 12:26:23
37.53645 15.13 18.0 12:26:33
37.53637 15.12987 17.0 12:26:35
37.53631 15.12972 17.0 12:26:36
37.5363 15.12972 16.0 12:26:38
37.53517 15.12627 12.0 12:26:38
37.53509 15.12599 11.0 12:27:25
37.53502 15.1255 9.0 12:27:28
37.53502 15.12549 9.0 12:27:33
37.53496 15.12511 10.0 12:27:33
37.53496 15.12467 11.0 12:27:48
37.53499 15.12455 11.0 12:28:05
37.535 15.12433 12.0 12:28:06
37.53495 15.12413 12.0 12:28:14
37.53486 15.12393 12.0 12:28:17
37.53475 15.12335 13.0 12:28:20
37.53464 15.12242 16.0 12:28:35
37.53458 15.12241 16.0 12:29:12
37.53385 15.12149 15.0 12:29:13
37.53385 15.12148 15.0 12:29:31
37.53373 15.12134 15.0 12:29:31
37.53312 15.12059 15.0 12:29:33
37.53308 15.12057 15.0 12:29:48
37.53291 15.12036 16.0 12:29:48
37.53286 15.12024 17.0 12:29:59
37.53273 15.11961 18.0 12:30:04
37.53239 15.11962 18.0 12:30:21
37.53233 15.11958 18.0 12:30:27
37.5323 15.1195 18.0 12:30:28
37.5318 15.11661 9.0 12:30:29
37.5318 15.11651 9.0 12:31:00
37.53192 15.1163 9.0 12:31:01
37.53193 15.1162 9.0 12:31:04
37.53193 15.11602 9.0 12:31:05
37.53188 15.11577 9.0 12:31:07
37.53174 15.11457 9.0 12:31:10
37.53179 15.11422 9.0 12:31:27
37.53225 15.11313 11.0 12:31:32
37.53233 15.11303 11.0 12:32:04
37.53238 15.11303 11.0 12:32:06
37.53244 15.11308 11.0 12:32:06
37.53234 15.11285 12.0 12:32:07
37.53234 15.11284 12.0 12:32:17
37.53227 15.11271 12.0 12:32:17
37.53224 15.11266 12.0 12:32:19
37.53207 15.11226 12.0 12:32:19
37.532 15.11215 12.0 12:32:25
37.53186 15.112 11.0 12:32:27
37.53172 15.1119 11.0 12:32:29
37.53146 15.11188 10.0 12:32:31
37.53122 15.11192 9.0 12:32:34
37.53112 15.11197 9.0 12:32:37
37.53097 15.1121 9.0 12:32:38
37.53016 15.11226 10.0 12:32:41
37.53005 15.11224 11.0 12:33:08
37.52953 15.1128 11.0 12:33:13
37.5294 15.11301 10.0 12:33:25
37.5293 15.11327 10.0 12:33:27
37.52862 15.11516 11.0 12:33:31
37.5285 15.11544 11.0 12:34:00
